"PMID","First.author","Year","Record.no","Group.ID","Group.name","Vaccinated_cases","Vaccinated_controls","Unvaccinated_cases","Unvaccinated_controls","VE","VE_ll","VE_ul","Severity","Time","Vaccination.type","Variant","Exposed_age","logRR"
34614327,"H. Chemaitelly",2021,51,"A13","2*BNT162b2(>=12y)",55,111,2996,2940,56,37.3,69.1,"Mild infection",75.5,"2*mRNA","Beta","All",-0.82098055206983
34614327,"H. Chemaitelly",2021,52,"A13","2*BNT162b2(>=12y)",14,20,2990,2984,37.5,-37.7,71.6,"Mild infection",105.5,"2*mRNA","Beta","All",-0.470003629245736
34614327,"H. Chemaitelly",2021,53,"A13","2*BNT162b2(>=12y)",8,14,2997,2991,54.5,-30.8,84.2,"Mild infection",135.5,"2*mRNA","Beta","All",-0.787457860031187
34614327,"H. Chemaitelly",2021,54,"A13","2*BNT162b2(>=12y)",5,7,2986,2984,40,-151.1,85.7,"Mild infection",151,"2*mRNA","Beta","All",-0.510825623765991
34614327,"H. Chemaitelly",2021,55,"A14","2*BNT162b2(>=12y)",24,151,2139,2012,87.6,79.7,92.3,"Mild infection",22,"2*mRNA","Delta","All",-2.0874737133771
34614327,"H. Chemaitelly",2021,56,"A14","2*BNT162b2(>=12y)",60,200,2153,2013,73.3,63.6,80.4,"Mild infection",45.5,"2*mRNA","Delta","All",-1.32050662058189
34614327,"H. Chemaitelly",2021,57,"A14","2*BNT162b2(>=12y)",98,209,2146,2035,62.4,50.2,71.6,"Mild infection",75.5,"2*mRNA","Delta","All",-0.978166135592243
34614327,"H. Chemaitelly",2021,58,"A14","2*BNT162b2(>=12y)",132,178,2153,2107,35.1,14.7,50.6,"Mild infection",105.5,"2*mRNA","Delta","All",-0.432322562278047
34614327,"H. Chemaitelly",2021,59,"A14","2*BNT162b2(>=12y)",191,220,2141,2112,20.4,-1.9,37.8,"Mild infection",135.5,"2*mRNA","Delta","All",-0.228156093137754
34614327,"H. Chemaitelly",2021,60,"A14","2*BNT162b2(>=12y)",145,160,2144,2129,17.9,-12.9,40.3,"Mild infection",151,"2*mRNA","Delta","All",-0.197232169529709
36147595,"H. Chung",2022,54,"E","2*mRNA",108158,700928,107655,618152,92,91,93,"Mild infection",33,"2*mRNA","Alpha","All",-2.52572864430826
36147595,"H. Chung",2022,55,"E","2*mRNA",108595,674766,107655,618152,84,83,85,"Mild infection",89.5,"2*mRNA","Alpha","All",-1.83258146374831
36147595,"H. Chung",2022,56,"E","2*mRNA",107775,629433,107655,618152,82,79,85,"Mild infection",149.5,"2*mRNA","Alpha","All",-1.71479842809193
36147595,"H. Chung",2022,57,"E1","2*mRNA",38433,106351,38324,100564,92,91,94,"Mild infection",33,"2*mRNA","Alpha","All",-2.52572864430826
36147595,"H. Chung",2022,58,"E1","2*mRNA",38457,104545,38324,100564,88,86,90,"Mild infection",89.5,"2*mRNA","Alpha","All",-2.12026353620009
36147595,"H. Chung",2022,59,"E1","2*mRNA",38345,101395,38324,100564,86,78,91,"Mild infection",149.5,"2*mRNA","Alpha","All",-1.96611285637283
36147595,"H. Chung",2022,60,"E2","2*mRNA",5593,106351,5540,100564,94,92,95,"Severe",33,"2*mRNA","Alpha","All",-2.81341071676004
36147595,"H. Chung",2022,61,"E2","2*mRNA",5554,104545,5540,100564,97,95,98,"Severe",89.5,"2*mRNA","Alpha","All",-3.50655789731998
36147595,"H. Chung",2022,62,"F","2*mRNA",28224,553331,24816,208554,90,90,90,"Mild infection",33,"2*mRNA","Delta","All",-2.30258509299405
36147595,"H. Chung",2022,63,"F","2*mRNA",32106,655841,24816,208554,87,86,87,"Mild infection",89.5,"2*mRNA","Delta","All",-2.04022082852655
36147595,"H. Chung",2022,64,"F","2*mRNA",29199,443437,24816,208554,83,82,83,"Mild infection",149.5,"2*mRNA","Delta","All",-1.77195684193187
36147595,"H. Chung",2022,67,"F1","2*mRNA",10691,107978,9700,36257,94,94,95,"Mild infection",33,"2*mRNA","Delta","All",-2.81341071676004
36147595,"H. Chung",2022,68,"F1","2*mRNA",12315,160802,9700,36257,92,92,93,"Mild infection",89.5,"2*mRNA","Delta","All",-2.52572864430826
36147595,"H. Chung",2022,69,"F1","2*mRNA",11478,96384,9700,36257,90,90,91,"Mild infection",149.5,"2*mRNA","Delta","All",-2.30258509299405
36147595,"H. Chung",2022,72,"F2","2*mRNA",2106,107978,2035,36257,98,98,99,"Severe",33,"2*mRNA","Delta","All",-3.91202300542815
36147595,"H. Chung",2022,73,"F2","2*mRNA",2219,160802,2035,36257,98,98,99,"Severe",89.5,"2*mRNA","Delta","All",-3.91202300542815
36147595,"H. Chung",2022,74,"F2","2*mRNA",2219,96384,2035,36257,97,97,98,"Severe",149.5,"2*mRNA","Delta","All",-3.50655789731998
36147595,"H. Chung",2022,76,"G","1*ChAdOx1+1*ChAdOx1/mRNA",25066,237708,24816,208554,89,88,91,"Mild infection",33,"Heterologous primary series","Delta","All",-2.20727491318972
36147595,"H. Chung",2022,77,"G","1*ChAdOx1+1*ChAdOx1/mRNA",25648,252393,24816,208554,84,83,85,"Mild infection",89.5,"Heterologous primary series","Delta","All",-1.83258146374831
36147595,"H. Chung",2022,78,"G","1*ChAdOx1+1*ChAdOx1/mRNA",25473,234328,24816,208554,76,74,78,"Mild infection",149.5,"Heterologous primary series","Delta","All",-1.42711635564015
36147595,"H. Chung",2022,79,"G1","1*ChAdOx1+1*ChAdOx1/mRNA",9772,41535,9700,36257,95,93,96,"Mild infection",33,"Heterologous primary series","Delta","All",-2.99573227355399
36147595,"H. Chung",2022,80,"G1","1*ChAdOx1+1*ChAdOx1/mRNA",10012,47558,9700,36257,92,91,93,"Mild infection",89.5,"Heterologous primary series","Delta","All",-2.52572864430826
36147595,"H. Chung",2022,81,"G1","1*ChAdOx1+1*ChAdOx1/mRNA",9967,42797,9700,36257,90,88,91,"Mild infection",149.5,"Heterologous primary series","Delta","All",-2.30258509299405
36147595,"H. Chung",2022,82,"G2","1*ChAdOx1+1*ChAdOx1/mRNA",2043,41535,2035,36257,98,97,99,"Severe",33,"Heterologous primary series","Delta","All",-3.91202300542815
36147595,"H. Chung",2022,83,"G2","1*ChAdOx1+1*ChAdOx1/mRNA",2057,47558,2035,36257,99,98,99,"Severe",89.5,"Heterologous primary series","Delta","All",-4.60517018598809
36147595,"H. Chung",2022,84,"G2","1*ChAdOx1+1*ChAdOx1/mRNA",2050,42797,2035,36257,98,97,99,"Severe",149.5,"Heterologous primary series","Delta","All",-3.91202300542815
36484301,"Ottavia Prunas",2023,1,"A","2*BNT162b2",959,66079,9021,128272,85,84,86,"Mild infection",51.5,"2*mRNA","Delta","Children",-1.89711998488588
36484301,"Ottavia Prunas",2023,2,"A","2*BNT162b2",162,12881,9021,128272,73,68,77,"Mild infection",119.5,"2*mRNA","Delta","Children",-1.30933331998376
36484301,"Ottavia Prunas",2023,3,"A","2*BNT162b2",219,5844,9021,128272,53,46,60,"Mild infection",165,"2*mRNA","Delta","Children",-0.755022584278033
35706105,"S. A. Buchan",2022,1,"A","2*BNT162b2",194,960,831,1370,51,38,61,"Mild infection",33,"2*mRNA","Omicron","Children",-0.713349887877465
35706105,"S. A. Buchan",2022,2,"A","2*BNT162b2",1068,3589,831,1370,31,20,41,"Mild infection",89.5,"2*mRNA","Omicron","Children",-0.371063681390832
35706105,"S. A. Buchan",2022,3,"A","2*BNT162b2",5044,12316,831,1370,29,19,38,"Mild infection",149.5,"2*mRNA","Omicron","Children",-0.342490308946776
35706105,"S. A. Buchan",2022,4,"A","2*BNT162b2",2580,1523,831,1370,29,17,38,"Mild infection",180,"2*mRNA","Omicron","Children",-0.342490308946776
35706105,"S. A. Buchan",2022,9,"B","2*BNT162b2",6,902,289,1230,97,94,99,"Mild infection",33,"2*mRNA","Delta","Children",-3.50655789731998
35706105,"S. A. Buchan",2022,10,"B","2*BNT162b2",33,3397,289,1230,96,94,97,"Mild infection",89.5,"2*mRNA","Delta","Children",-3.2188758248682
35706105,"S. A. Buchan",2022,11,"B","2*BNT162b2",163,11772,289,1230,94,92,95,"Mild infection",149.5,"2*mRNA","Delta","Children",-2.81341071676004
35706105,"S. A. Buchan",2022,12,"B","2*BNT162b2",9,571,289,1230,90,79,95,"Mild infection",180,"2*mRNA","Delta","Children",-2.30258509299405
35531384,"S. El Adam",2022,1,"A","2*mRNA",1,278,472,2560,99,90,100,"Mild infection",17,"2*mRNA","Mixture of variants","Adults",-4.60517018598809
35531384,"S. El Adam",2022,2,"A","2*mRNA",2,237,472,2607,96,85,99,"Mild infection",24,"2*mRNA","Mixture of variants","Adults",-3.2188758248682
35531384,"S. El Adam",2022,3,"A","2*mRNA",3,256,472,2594,96,86,99,"Mild infection",31,"2*mRNA","Mixture of variants","Adults",-3.2188758248682
35531384,"S. El Adam",2022,4,"A","2*mRNA",5,311,472,2551,94,85,98,"Mild infection",38,"2*mRNA","Mixture of variants","Adults",-2.81341071676004
35531384,"S. El Adam",2022,5,"A","2*mRNA",16,807,610,2323,95,91,97,"Mild infection",48.5,"2*mRNA","Mixture of variants","Adults",-2.99573227355399
35531384,"S. El Adam",2022,6,"A","2*mRNA",119,2234,614,2164,89,85,91,"Mild infection",69.5,"2*mRNA","Mixture of variants","Adults",-2.20727491318972
35531384,"S. El Adam",2022,7,"A","2*mRNA",114,1626,438,1134,91,88,93,"Mild infection",97.5,"2*mRNA","Mixture of variants","Adults",-2.40794560865187
35531384,"S. El Adam",2022,8,"A","2*mRNA",151,2073,293,591,86,83,89,"Mild infection",153.5,"2*mRNA","Mixture of variants","Adults",-1.96611285637283
35974428,"S. Nasreen",2022,1,"A","2*mRNA",256,252611,27990,1401963,98,95,99,"Severe",31,"2*mRNA","Mixture of variants","Adults",-3.91202300542815
35974428,"S. Nasreen",2022,2,"A","2*mRNA",333,253327,27990,1401963,99,97,99,"Severe",83.5,"2*mRNA","Mixture of variants","Adults",-4.60517018598809
35974428,"S. Nasreen",2022,3,"A","2*mRNA",98,40476,27990,1401963,98,96,99,"Severe",112,"2*mRNA","Mixture of variants","Adults",-3.91202300542815
36408616,"M. L. Lind",2022,1,"A","2*mRNA",16,35182,340,171149,83.98,73.44,90.34,"Mild infection",36.5,"2*mRNA","Alpha","Adults",-1.83133224434788
36408616,"M. L. Lind",2022,2,"A","2*mRNA",6,28114,340,171149,89.39,76.2,95.27,"Mild infection",74.5,"2*mRNA","Alpha","Adults",-2.2433732333622
36408616,"M. L. Lind",2022,3,"A","2*mRNA",1,44475,340,171149,96.5,75.12,99.51,"Mild infection",119.5,"2*mRNA","Alpha","Adults",-3.35240721749272
36408616,"M. L. Lind",2022,4,"B","2*mRNA",12,35182,873,171149,65.42,38.74,80.48,"Mild infection",36.5,"2*mRNA","Delta","Adults",-1.06189470573295
36408616,"M. L. Lind",2022,5,"B","2*mRNA",33,28114,873,171149,68.77,55.69,77.99,"Mild infection",74.5,"2*mRNA","Delta","Adults",-1.1637910146931
36408616,"M. L. Lind",2022,6,"B","2*mRNA",217,44475,873,171149,49.15,40.41,56.61,"Mild infection",119.5,"2*mRNA","Delta","Adults",-0.676290063493522
36408616,"M. L. Lind",2022,7,"B","2*mRNA",151,17302,873,171149,37.16,23.97,48.06,"Mild infection",150,"2*mRNA","Delta","Adults",-0.464578372600671
36408616,"M. L. Lind",2022,10,"B1","2*mRNA",28,20608,515,40730,74.79,62.94,82.85,"Mild infection",51.5,"2*mRNA","Delta","Adults",-1.37792944478826
36408616,"M. L. Lind",2022,11,"B1","2*mRNA",119,14932,515,40730,56.83,46.42,65.22,"Mild infection",119.5,"2*mRNA","Delta","Adults",-0.840024376420705
36408616,"M. L. Lind",2022,12,"B1","2*mRNA",80,5484,515,40730,48.44,32.87,60.47,"Mild infection",150,"2*mRNA","Delta","Adults",-0.662424007917105
36408616,"M. L. Lind",2022,15,"B2","2*mRNA",4,6638,133,14643,85.39,60.24,94.63,"Severe",51.5,"2*mRNA","Delta","Adults",-1.92346396022548
36408616,"M. L. Lind",2022,16,"B2","2*mRNA",18,4968,133,14643,77.98,63.2,86.83,"Severe",119.5,"2*mRNA","Delta","Adults",-1.51321905469356
36408616,"M. L. Lind",2022,17,"B2","2*mRNA",20,1772,133,14643,66.15,42.53,80.06,"Severe",150,"2*mRNA","Delta","Adults",-1.08323118662981
36298460,"R. Moghnieh",2022,6,"B","2*BNT162b2",2,1414,6,210,95.1,78.4,99.3,"Mild infection",81.5,"2*mRNA","Delta","Adults",-3.01593498087151
36298460,"R. Moghnieh",2022,7,"B","2*BNT162b2",1,1413,2,208,92.2,16.3,99.6,"Mild infection",111.5,"2*mRNA","Delta","Adults",-2.55104645229255
36298460,"R. Moghnieh",2022,8,"B","2*BNT162b2",4,1409,3,205,80.6,15,95.8,"Mild infection",141.5,"2*mRNA","Delta","Adults",-1.63989711991881
36298460,"R. Moghnieh",2022,9,"B","2*BNT162b2",12,1397,5,200,72.7,12.5,90.1,"Mild infection",171.5,"2*mRNA","Delta","Adults",-1.29828348379718
34551225,"Hana M El Sahly",2021,1,"A","2*mRNA-1273",19,11.6,227,141.5,91.8,86.9,95.1,"Mild infection",36.5,"2*mRNA","Mixture of variants","Adults",-2.50103603171788
34551225,"Hana M El Sahly",2021,2,"A","2*mRNA-1273",28,14.8,434,247.3,94,91.2,96.1,"Mild infection",89.5,"2*mRNA","Mixture of variants","Adults",-2.81341071676004
34551225,"Hana M El Sahly",2021,3,"A","2*mRNA-1273",8,15.4,83,202.4,92.4,84.3,96.8,"Mild infection",120,"2*mRNA","Mixture of variants","Adults",-2.57702193869581
34496194,"Mark G Thompson",2021,1,"A","2*BNT162b2",33,1553,3711,16907,87,80,91,"Severe",20.5,"2*mRNA","Mixture of variants","Adults",-2.04022082852655
34496194,"Mark G Thompson",2021,2,"A","2*BNT162b2",17,1555,3711,16907,95,91,97,"Severe",34.5,"2*mRNA","Mixture of variants","Adults",-2.99573227355399
34496194,"Mark G Thompson",2021,3,"A","2*BNT162b2",28,1428,3711,16907,86,79,91,"Severe",48.5,"2*mRNA","Mixture of variants","Adults",-1.96611285637283
34496194,"Mark G Thompson",2021,4,"A","2*BNT162b2",32,1333,3711,16907,83,75,89,"Severe",62.5,"2*mRNA","Mixture of variants","Adults",-1.77195684193187
34496194,"Mark G Thompson",2021,5,"A","2*BNT162b2",17,1167,3711,16907,90,82,94,"Severe",76.5,"2*mRNA","Mixture of variants","Adults",-2.30258509299405
34496194,"Mark G Thompson",2021,6,"A","2*BNT162b2",12,851,3711,16907,87,76,93,"Severe",90.5,"2*mRNA","Mixture of variants","Adults",-2.04022082852655
34496194,"Mark G Thompson",2021,7,"A","2*BNT162b2",18,542,3711,16907,75,57,85,"Severe",104.5,"2*mRNA","Mixture of variants","Adults",-1.38629436111989
34496194,"Mark G Thompson",2021,8,"A","2*BNT162b2",9,353,3711,16907,83,64,92,"Severe",112,"2*mRNA","Mixture of variants","Adults",-1.77195684193187
34496194,"Mark G Thompson",2021,9,"B","2*mRNA-1273",15,1153,3711,16907,90,81,94,"Severe",20.5,"2*mRNA","Mixture of variants","Adults",-2.30258509299405
34496194,"Mark G Thompson",2021,10,"B","2*mRNA-1273",24,1187,3711,16907,89,83,93,"Severe",34.5,"2*mRNA","Mixture of variants","Adults",-2.20727491318972
34496194,"Mark G Thompson",2021,11,"B","2*mRNA-1273",13,1134,3711,16907,93,87,97,"Severe",48.5,"2*mRNA","Mixture of variants","Adults",-2.65926003693278
34496194,"Mark G Thompson",2021,12,"B","2*mRNA-1273",19,1010,3711,16907,91,85,94,"Severe",62.5,"2*mRNA","Mixture of variants","Adults",-2.40794560865187
34496194,"Mark G Thompson",2021,13,"B","2*mRNA-1273",7,857,3711,16907,96,92,98,"Severe",76.5,"2*mRNA","Mixture of variants","Adults",-3.2188758248682
34496194,"Mark G Thompson",2021,14,"B","2*mRNA-1273",15,650,3711,16907,86,75,92,"Severe",90.5,"2*mRNA","Mixture of variants","Adults",-1.96611285637283
34496194,"Mark G Thompson",2021,15,"B","2*mRNA-1273",5,406,3711,16907,93,82,97,"Severe",104.5,"2*mRNA","Mixture of variants","Adults",-2.65926003693278
34496194,"Mark G Thompson",2021,16,"B","2*mRNA-1273",2,204,3711,16907,95,79,99,"Severe",112,"2*mRNA","Mixture of variants","Adults",-2.99573227355399
35131043,"Peter Nordström",2022,1,"A","2*BNT162b2",333,1700,4039,22100,92,92,93,"Mild infection",22.5,"2*mRNA","Mixture of variants","Adults",-2.52572864430826
35131043,"Peter Nordström",2022,2,"A","2*BNT162b2",1095,2900,7982,26700,89,88,90,"Mild infection",45.5,"2*mRNA","Mixture of variants","Adults",-2.20727491318972
35131043,"Peter Nordström",2022,3,"A","2*BNT162b2",1796,2600,6601,16600,84,84,85,"Mild infection",90.5,"2*mRNA","Mixture of variants","Adults",-1.83258146374831
35131043,"Peter Nordström",2022,4,"A","2*BNT162b2",631,1000,292,1700,47,39,55,"Mild infection",150.5,"2*mRNA","Mixture of variants","Adults",-0.63487827243597
35131043,"Peter Nordström",2022,7,"B","2*mRNA-1273",20,900,493,22500,96,94,97,"Mild infection",22.5,"2*mRNA","Mixture of variants","Adults",-3.2188758248682
35131043,"Peter Nordström",2022,8,"B","2*mRNA-1273",67,1500,743,21100,93,90,94,"Mild infection",45.5,"2*mRNA","Mixture of variants","Adults",-2.65926003693278
35131043,"Peter Nordström",2022,9,"B","2*mRNA-1273",116,1400,418,9000,85,82,88,"Mild infection",90.5,"2*mRNA","Mixture of variants","Adults",-1.89711998488588
35131043,"Peter Nordström",2022,10,"B","2*mRNA-1273",65,1000,53,2600,71,56,80,"Mild infection",150.5,"2*mRNA","Mixture of variants","Adults",-1.23787435600162
35131043,"Peter Nordström",2022,12,"C","2*ChAdOx1",33,1400,93,4200,68,52,79,"Mild infection",22.5,"Primary series viral vector","Mixture of variants","Adults",-1.13943428318837
35131043,"Peter Nordström",2022,13,"C","2*ChAdOx1",53,1200,88,2300,49,28,64,"Mild infection",45.5,"Primary series viral vector","Mixture of variants","Adults",-0.673344553263766
35131043,"Peter Nordström",2022,14,"C","2*ChAdOx1",293,3500,262,4900,41,29,51,"Mild infection",90.5,"Primary series viral vector","Mixture of variants","Adults",-0.527632742082372
35131043,"Peter Nordström",2022,15,"C","2*ChAdOx1",86,1600,26,1400,-19,-98,28,"Mild infection",121,"Primary series viral vector","Mixture of variants","Adults",0.173953307123438
35172051,"Victoria Hall",2022,1,"A","2*BNT162b2",16,1063102,1038,649643,85,72,92,"Mild infection",43.5,"2*mRNA","Mixture of variants","Adults",-1.89711998488588
35172051,"Victoria Hall",2022,2,"A","2*BNT162b2",264,950734,1038,649643,66,53,75,"Mild infection",103.5,"2*mRNA","Mixture of variants","Adults",-1.07880966137193
35172051,"Victoria Hall",2022,3,"A","2*BNT162b2",479,528245,1038,649643,68,54,77,"Mild infection",163.5,"2*mRNA","Mixture of variants","Adults",-1.13943428318837
35172051,"Victoria Hall",2022,5,"B","2*BNT162b2",10,118505,1038,649643,89,78,94,"Mild infection",43.5,"2*mRNA","Mixture of variants","Adults",-2.20727491318972
35172051,"Victoria Hall",2022,6,"B","2*BNT162b2",6,130389,1038,649643,59,18,79,"Mild infection",103.5,"2*mRNA","Mixture of variants","Adults",-0.891598119283784
35172051,"Victoria Hall",2022,7,"B","2*BNT162b2",47,118192,1038,649643,50,26,67,"Mild infection",163.5,"2*mRNA","Mixture of variants","Adults",-0.693147180559945
35172051,"Victoria Hall",2022,9,"C","2*ChAdOx1",15,79806,1038,649643,58,23,77,"Mild infection",43.5,"Primary series viral vector","Mixture of variants","Adults",-0.867500567704723
35172051,"Victoria Hall",2022,10,"C","2*ChAdOx1",51,59593,1038,649643,50,29,65,"Mild infection",103.5,"Primary series viral vector","Mixture of variants","Adults",-0.693147180559945
35172051,"Victoria Hall",2022,11,"C","2*ChAdOx1",26,16936,1038,649643,72,39,87,"Mild infection",177,"Primary series viral vector","Mixture of variants","Adults",-1.27296567581289
35172051,"Victoria Hall",2022,1,"D","2*BNT162b2 convalescents",16,1063102,1038,649643,94,75,99,"Mild infection",43.5,"2*mRNA","Mixture of variants","Adults",-2.81341071676004
35172051,"Victoria Hall",2022,2,"D","2*BNT162b2 convalescents",264,950734,1038,649643,97,93,98,"Mild infection",103.5,"2*mRNA","Mixture of variants","Adults",-3.50655789731998
35172051,"Victoria Hall",2022,3,"D","2*BNT162b2 convalescents",479,528245,1038,649643,93,89,96,"Mild infection",163.5,"2*mRNA","Mixture of variants","Adults",-2.65926003693278
